trans-eff,die-off,shedding,infectivity,A(contact),P_T(min),P_T(avg),P_T(max),N_T(min),N_T(avg),N_T(max),Recover_cnt(avg),P_T/(P_T+N_T)
1.0,0.018315638888734186,2.718281828459045,0.04978706836786395,735.7588823428847,0.4,0.7,1.0,286.1,286.37999999999994,286.7,9.260000000000002,0.0024383447122753245
1.0,0.018315638888734186,2.718281828459045,0.018315638888734186,735.7588823428847,0.0,0.05,0.2,286.8,286.95,287.0,3.7299999999999995,0.00017421602787456446
1.0,0.018315638888734186,7.3890560989306495,1.0,735.7588823428847,3.9,5.67,7.4,282.0,283.31,284.8,0.0,0.019620734998961865
1.0,0.018315638888734186,7.3890560989306495,0.36787944117144233,735.7588823428847,2.5,3.55,5.3,283.5,284.51000000000005,285.9,0.21000000000000002,0.012323821426091784
1.0,0.018315638888734186,7.3890560989306495,0.1353352832366127,735.7588823428847,2.0,2.84,3.5,283.7,284.55000000000007,285.0,1.49,0.009882041824698144
1.0,0.018315638888734186,7.3890560989306495,0.04978706836786395,735.7588823428847,1.9,2.3,2.6,284.6,285.06,285.7,6.390000000000001,0.008003897550111357
1.0,0.018315638888734186,7.3890560989306495,0.018315638888734186,735.7588823428847,0.5,0.78,1.1,285.9,286.28000000000003,286.5,9.959999999999999,0.002717201978680415
1.0,0.018315638888734186,0.36787944117144233,1.0,735.7588823428847,2.0,2.32,3.1,284.5,285.03,286.0,6.93,0.008073777623107709
1.0,0.018315638888734186,0.36787944117144233,0.36787944117144233,735.7588823428847,0.5,0.67,0.9,286.1,286.34,286.5,8.82,0.002334413435071949
1.0,0.018315638888734186,0.36787944117144233,0.1353352832366127,735.7588823428847,0.0,0.08,0.3,286.7,286.91999999999996,287.0,4.24,0.0002787456445993032
1.0,0.018315638888734186,0.36787944117144233,0.04978706836786395,735.7588823428847,0.0,0.030000000000000006,0.1,286.9,286.97,287.0,2.73,0.0001045296167247387
1.0,0.018315638888734186,0.36787944117144233,0.018315638888734186,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.13,0.0
1.0,0.018315638888734186,0.1353352832366127,1.0,735.7588823428847,0.4,0.7700000000000001,1.1,285.9,286.35,286.7,10.0,0.002681805516857064
1.0,0.018315638888734186,0.1353352832366127,0.36787944117144233,735.7588823428847,0.0,0.10999999999999999,0.3,286.7,286.89,287.0,4.0600000000000005,0.00038327526132404176
1.0,0.018315638888734186,0.1353352832366127,0.1353352832366127,735.7588823428847,0.0,0.01,0.1,286.9,286.99,287.0,2.5900000000000003,3.484320557491289e-05
1.0,0.018315638888734186,0.1353352832366127,0.04978706836786395,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.2299999999999995,0.0
1.0,0.018315638888734186,0.1353352832366127,0.018315638888734186,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.0800000000000005,0.0
0.36787944117144233,0.36787944117144233,1.0,1.0,735.7588823428847,0.9,1.47,1.7,285.3,285.53000000000003,286.1,5.340000000000001,0.005121951219512194
0.36787944117144233,0.36787944117144233,1.0,0.36787944117144233,735.7588823428847,0.0,0.05,0.1,286.9,286.95,287.0,4.550000000000001,0.00017421602787456446
0.36787944117144233,0.36787944117144233,1.0,0.1353352832366127,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.57,0.0
0.36787944117144233,0.36787944117144233,1.0,0.04978706836786395,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.2800000000000002,0.0
0.36787944117144233,0.36787944117144233,1.0,0.018315638888734186,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.07,0.0
0.36787944117144233,0.36787944117144233,2.718281828459045,1.0,735.7588823428847,2.0,2.0900000000000003,2.3,284.9,284.99,285.0,0.22999999999999998,0.007280200640936325
0.36787944117144233,0.36787944117144233,2.718281828459045,0.36787944117144233,735.7588823428847,1.3,1.6,2.1,284.9,285.4,285.7,5.380000000000001,0.005574912891986063
0.36787944117144233,0.36787944117144233,2.718281828459045,0.1353352832366127,735.7588823428847,0.0,0.01,0.1,286.9,286.99,287.0,5.040000000000001,3.484320557491289e-05
0.36787944117144233,0.36787944117144233,2.718281828459045,0.04978706836786395,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.62,0.0
0.36787944117144233,0.36787944117144233,2.718281828459045,0.018315638888734186,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.24,0.0
0.36787944117144233,0.36787944117144233,7.3890560989306495,1.0,735.7588823428847,2.0,2.1900000000000004,2.7,284.6,284.95,285.0,0.0,0.00762694156160758
0.36787944117144233,0.36787944117144233,7.3890560989306495,0.36787944117144233,735.7588823428847,2.0,2.09,2.4,284.6,285.05,286.0,0.16,0.007278679389844675
0.36787944117144233,0.36787944117144233,7.3890560989306495,0.1353352832366127,735.7588823428847,1.2,1.52,1.9,285.1,285.47999999999996,285.8,4.93,0.0052961672473867604
0.36787944117144233,0.36787944117144233,7.3890560989306495,0.04978706836786395,735.7588823428847,0.0,0.04,0.2,286.8,286.96,287.0,4.34,0.00013937282229965157
0.36787944117144233,0.36787944117144233,7.3890560989306495,0.018315638888734186,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.53,0.0
0.36787944117144233,0.36787944117144233,0.36787944117144233,1.0,735.7588823428847,0.0,0.06000000000000001,0.2,286.8,286.94000000000005,287.0,4.290000000000001,0.00020905923344947735
0.36787944117144233,0.36787944117144233,0.36787944117144233,0.36787944117144233,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.58,0.0
0.36787944117144233,0.36787944117144233,0.36787944117144233,0.1353352832366127,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.2600000000000002,0.0
0.36787944117144233,0.36787944117144233,0.36787944117144233,0.04978706836786395,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.0300000000000002,0.0
0.36787944117144233,0.36787944117144233,0.36787944117144233,0.018315638888734186,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.0300000000000002,0.0
0.36787944117144233,0.36787944117144233,0.1353352832366127,1.0,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.5300000000000002,0.0
0.36787944117144233,0.36787944117144233,0.1353352832366127,0.36787944117144233,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.18,0.0
0.36787944117144233,0.36787944117144233,0.1353352832366127,0.1353352832366127,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.1,0.0
0.36787944117144233,0.36787944117144233,0.1353352832366127,0.04978706836786395,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.0100000000000002,0.0
0.36787944117144233,0.36787944117144233,0.1353352832366127,0.018315638888734186,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.0100000000000002,0.0
0.36787944117144233,0.1353352832366127,1.0,1.0,735.7588823428847,2.0,2.22,2.8,284.3,284.8299999999999,285.0,1.8200000000000003,0.00773384427800035
0.36787944117144233,0.1353352832366127,1.0,0.36787944117144233,735.7588823428847,1.2,1.4700000000000002,1.8,285.3,285.54,285.8,9.2,0.005121772760530992
0.36787944117144233,0.1353352832366127,1.0,0.1353352832366127,735.7588823428847,0.0,0.09000000000000001,0.2,286.8,286.92,287.0,4.95,0.0003135779241141424
0.36787944117144233,0.1353352832366127,1.0,0.04978706836786395,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.8400000000000003,0.0
0.36787944117144233,0.1353352832366127,1.0,0.018315638888734186,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.23,0.0
0.36787944117144233,0.1353352832366127,2.718281828459045,1.0,735.7588823428847,2.0,2.42,2.8,284.2,284.68999999999994,285.0,0.16,0.008428825188951971
0.36787944117144233,0.1353352832366127,2.718281828459045,0.36787944117144233,735.7588823428847,1.9,2.13,2.4,284.7,284.97,285.1,1.7900000000000003,0.007419017763845349
0.36787944117144233,0.1353352832366127,2.718281828459045,0.1353352832366127,735.7588823428847,1.2,1.45,1.9,285.1,285.55,285.8,8.950000000000001,0.005052264808362369
0.36787944117144233,0.1353352832366127,2.718281828459045,0.04978706836786395,735.7588823428847,0.0,0.11000000000000001,0.3,286.7,286.89,287.0,5.42,0.00038327526132404187
0.36787944117144233,0.1353352832366127,2.718281828459045,0.018315638888734186,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.8699999999999997,0.0
0.36787944117144233,0.1353352832366127,7.3890560989306495,1.0,735.7588823428847,2.1,2.8,3.5,283.8,284.53999999999996,285.0,0.0,0.00974455349063827
0.36787944117144233,0.1353352832366127,7.3890560989306495,0.36787944117144233,735.7588823428847,2.0,2.36,3.5,284.2,284.91999999999996,285.0,0.06999999999999999,0.008214981899192425
0.36787944117144233,0.1353352832366127,7.3890560989306495,0.1353352832366127,735.7588823428847,2.0,2.3099999999999996,2.6,284.7,284.9,285.4,1.8399999999999999,0.008042895442359248
0.36787944117144233,0.1353352832366127,7.3890560989306495,0.04978706836786395,735.7588823428847,1.0,1.45,1.8,285.2,285.55,286.0,9.33,0.005052264808362369
0.36787944117144233,0.1353352832366127,7.3890560989306495,0.018315638888734186,735.7588823428847,0.0,0.04,0.1,286.9,286.96,287.0,5.370000000000001,0.00013937282229965157
0.36787944117144233,0.1353352832366127,0.36787944117144233,1.0,735.7588823428847,1.2,1.4,1.6,285.4,285.62,285.8,8.95,0.004877708870461989
0.36787944117144233,0.1353352832366127,0.36787944117144233,0.36787944117144233,735.7588823428847,0.0,0.07,0.2,286.8,286.92999999999995,287.0,5.3100000000000005,0.00024390243902439033
0.36787944117144233,0.1353352832366127,0.36787944117144233,0.1353352832366127,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.5300000000000002,0.0
0.36787944117144233,0.1353352832366127,0.36787944117144233,0.04978706836786395,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.2,0.0
0.36787944117144233,0.1353352832366127,0.36787944117144233,0.018315638888734186,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.08,0.0
0.36787944117144233,0.1353352832366127,0.1353352832366127,1.0,735.7588823428847,0.0,0.10000000000000002,0.2,286.8,286.9,287.0,5.410000000000001,0.000348432055749129
0.36787944117144233,0.1353352832366127,0.1353352832366127,0.36787944117144233,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.62,0.0
0.36787944117144233,0.1353352832366127,0.1353352832366127,0.1353352832366127,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.19,0.0
0.36787944117144233,0.1353352832366127,0.1353352832366127,0.04978706836786395,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.05,0.0
0.36787944117144233,0.1353352832366127,0.1353352832366127,0.018315638888734186,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.05,0.0
0.36787944117144233,0.04978706836786395,1.0,1.0,735.7588823428847,2.0,2.4400000000000004,3.0,284.5,284.84000000000003,285.0,1.6300000000000001,0.008493455861876916
0.36787944117144233,0.04978706836786395,1.0,0.36787944117144233,735.7588823428847,1.9,2.05,2.2,284.9,285.0,285.1,6.68,0.0071416129594147355
0.36787944117144233,0.04978706836786395,1.0,0.1353352832366127,735.7588823428847,0.4,0.72,1.1,285.9,286.28,286.6,9.53,0.0025087108013937282
0.36787944117144233,0.04978706836786395,1.0,0.04978706836786395,735.7588823428847,0.0,0.05,0.2,286.8,286.95,287.0,3.8,0.00017421602787456446
0.36787944117144233,0.04978706836786395,1.0,0.018315638888734186,735.7588823428847,0.0,0.01,0.1,286.9,286.99,287.0,2.4899999999999998,3.484320557491289e-05
0.36787944117144233,0.04978706836786395,2.718281828459045,1.0,735.7588823428847,2.0,2.17,2.4,284.7,284.92999999999995,285.0,0.15000000000000002,0.007558342041100663
0.36787944117144233,0.04978706836786395,2.718281828459045,0.36787944117144233,735.7588823428847,2.0,2.42,3.0,284.4,284.86,285.3,1.53,0.008423837371205792
0.36787944117144233,0.04978706836786395,2.718281828459045,0.1353352832366127,735.7588823428847,1.7,2.0799999999999996,2.4,284.7,284.98,285.3,6.609999999999999,0.007245871943147773
0.36787944117144233,0.04978706836786395,2.718281828459045,0.04978706836786395,735.7588823428847,0.3,0.59,0.9,286.1,286.40999999999997,286.7,9.2,0.002055749128919861
0.36787944117144233,0.04978706836786395,2.718281828459045,0.018315638888734186,735.7588823428847,0.0,0.030000000000000006,0.1,286.9,286.97,287.0,3.8299999999999996,0.0001045296167247387
0.36787944117144233,0.04978706836786395,7.3890560989306495,1.0,735.7588823428847,2.3,3.09,4.3,283.8,284.55,285.9,0.0,0.010742594910304548
0.36787944117144233,0.04978706836786395,7.3890560989306495,0.36787944117144233,735.7588823428847,2.0,2.4499999999999997,3.1,283.9,284.79,285.0,0.28,0.008529452722462052
0.36787944117144233,0.04978706836786395,7.3890560989306495,0.1353352832366127,735.7588823428847,2.0,2.25,2.7,284.4,284.87,285.0,1.3100000000000003,0.007836444692114796
0.36787944117144233,0.04978706836786395,7.3890560989306495,0.04978706836786395,735.7588823428847,1.9,2.07,2.2,284.8,284.98,285.1,6.21,0.0072112872321895135
0.36787944117144233,0.04978706836786395,7.3890560989306495,0.018315638888734186,735.7588823428847,0.5,0.69,1.1,285.9,286.32000000000005,286.5,9.41,0.002404097418208424
0.36787944117144233,0.04978706836786395,0.36787944117144233,1.0,735.7588823428847,1.9,2.0999999999999996,2.4,284.8,284.98,285.1,6.38,0.00731503413682597
0.36787944117144233,0.04978706836786395,0.36787944117144233,0.36787944117144233,735.7588823428847,0.2,0.61,1.1,285.9,286.39,286.8,9.88,0.002125435540069686
0.36787944117144233,0.04978706836786395,0.36787944117144233,0.1353352832366127,735.7588823428847,0.0,0.02,0.1,286.9,286.98,287.0,3.8,6.968641114982578e-05
0.36787944117144233,0.04978706836786395,0.36787944117144233,0.04978706836786395,735.7588823428847,0.0,0.01,0.1,286.9,286.99,287.0,2.4099999999999997,3.484320557491289e-05
0.36787944117144233,0.04978706836786395,0.36787944117144233,0.018315638888734186,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.25,0.0
0.36787944117144233,0.04978706836786395,0.1353352832366127,1.0,735.7588823428847,0.1,0.5700000000000001,0.8,286.2,286.44,286.9,8.959999999999999,0.0019859935193895684
0.36787944117144233,0.04978706836786395,0.1353352832366127,0.36787944117144233,735.7588823428847,0.0,0.05,0.2,286.8,286.95,287.0,3.6699999999999995,0.00017421602787456446
0.36787944117144233,0.04978706836786395,0.1353352832366127,0.1353352832366127,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.54,0.0
0.36787944117144233,0.04978706836786395,0.1353352832366127,0.04978706836786395,735.7588823428847,0.0,0.0,0.0,287.0,287.0,287.0,2.16,0.0
0.36787944117144233,0.04978706836786395,0.1353352832366127,0.018315638888734186,735.7588823428847,0.0,0.01,0.1,286.9,286.99,287.0,2.02,3.484320557491289e-05
